Index,category index,brand,link
143,22,Acer,https://www.amazon.in/s?bbn=1389396031&rh=n%3A1389396031%2Cp_89%3AAcer&dc&qid=1687369745&rnid=3837712031&ref=lp_1389396031_nr_p_89_3
144,22,OnePlus,https://www.amazon.in/s?bbn=1389396031&rh=n%3A1389396031%2Cp_89%3AOnePlus&dc&qid=1687369745&rnid=3837712031&ref=lp_1389396031_nr_p_89_4
145,22,TCL,https://www.amazon.in/s?bbn=1389396031&rh=n%3A1389396031%2Cp_89%3ATCL&dc&qid=1687369745&rnid=3837712031&ref=lp_1389396031_nr_p_89_5
146,22,Sony,https://www.amazon.in/s?bbn=1389396031&rh=n%3A1389396031%2Cp_89%3ASony&dc&qid=1687369745&rnid=3837712031&ref=lp_1389396031_nr_p_89_6
147,23,Ambrane,https://www.amazon.in/s?bbn=1389375031&rh=n%3A1389375031%2Cp_89%3AAmbrane&dc&qid=1687369766&rnid=3837712031&ref=lp_1389375031_nr_p_89_0
148,23,Wayona,https://www.amazon.in/s?bbn=1389375031&rh=n%3A1389375031%2Cp_89%3AWayona&dc&qid=1687369766&rnid=3837712031&ref=lp_1389375031_nr_p_89_1
149,23,Duracell,https://www.amazon.in/s?bbn=1389375031&rh=n%3A1389375031%2Cp_89%3ADuracell&dc&qid=1687369766&rnid=3837712031&ref=lp_1389375031_nr_p_89_2
150,23,boAt,https://www.amazon.in/s?bbn=1389375031&rh=n%3A1389375031%2Cp_89%3AboAt&dc&qid=1687369766&rnid=3837712031&ref=lp_1389375031_nr_p_89_3
151,23,Portronics,https://www.amazon.in/s?bbn=1389375031&rh=n%3A1389375031%2Cp_89%3APortronics&dc&qid=1687369766&rnid=3837712031&ref=lp_1389375031_nr_p_89_4
152,23,TP-Link,https://www.amazon.in/s?bbn=1389375031&rh=n%3A1389375031%2Cp_89%3ATP-Link&dc&qid=1687369766&rnid=3837712031&ref=lp_1389375031_nr_p_89_5
153,23,ZEBRONICS,https://www.amazon.in/s?bbn=1389375031&rh=n%3A1389375031%2Cp_89%3AZEBRONICS&dc&qid=1687369766&rnid=3837712031&ref=lp_1389375031_nr_p_89_6
